voz,motor_voz,carpeta,pista,evento,frase,biblioteca,archivo,bytes,sha256
1,es-HN-CarlosNeural,07,001,vol_menos,Volumen más bajo.,Carlos/07/001.mp3,07/001.mp3,12816,3b80093573e6696ea7a173db3f050ea7f982a25c0110780cf3d0d44b8f77a6c4
1,es-HN-CarlosNeural,07,002,vol_menos,Bajando el volumen.,Carlos/07/002.mp3,07/002.mp3,12384,24a9b81e7a58a29bc150622e6675dded25872a3d6a52818d513b19522ae38d0f
1,es-HN-CarlosNeural,07,003,vol_menos,Volumen al mínimo.,Carlos/07/003.mp3,07/003.mp3,12528,93aeb32f2e46f557c0af481186b0e2b0479827256d34be0db576c7222892f054
1,es-HN-CarlosNeural,07,004,vol_menos,Casi en silencio.,Carlos/07/004.mp3,07/004.mp3,12240,66f8c0a433d99bf7a9b340048f9d1347e4e14546604c507400574a15b9377738
1,es-HN-CarlosNeural,08,001,vol_mas,Volumen más alto.,Carlos/08/001.mp3,08/001.mp3,12816,8c8535906aed56f149fb634cb3276e8efda25669106df0e28f26cee6faecd4ce
1,es-HN-CarlosNeural,08,002,vol_mas,Subiendo el volumen.,Carlos/08/002.mp3,08/002.mp3,12528,ca6b5617acfa80432d8974ed754493c2ef0ce5f7e149d215ac521bc631c090dc
1,es-HN-CarlosNeural,08,003,vol_mas,Volumen al máximo.,Carlos/08/003.mp3,08/003.mp3,12960,f1598b96a381ec5788f43b37dbcbf3fd40a08a6c061a02806cb42b34b37be5ba
1,es-HN-CarlosNeural,08,004,vol_mas,Se escucha fuerte.,Carlos/08/004.mp3,08/004.mp3,12960,07255347c498872ed54ffa1c59bf59b3c35c9596b4eb846619e3af1421487adb
1,es-HN-CarlosNeural,09,001,eq_diagnostico,Diagnóstico completado.,Carlos/09/001.mp3,09/001.mp3,14832,531d3f0ec05a976c850b00b42eb18d1a2406d5780c9520ad4a65f8df8dc8e56d
1,es-HN-CarlosNeural,09,002,eq_diagnostico,Revisión del sistema terminada.,Carlos/09/002.mp3,09/002.mp3,16848,f8b3b8e41e5b4b0e3869b9ff21d52bdfc0e191c06aa2f6cf355fc96f9d0c6277
1,es-HN-CarlosNeural,09,003,eq_diagnostico,Sensor sin respuesta.,Carlos/09/003.mp3,09/003.mp3,14112,db8a6f048c4dde41ee16b39efad0aa9301ee3a01b83e5b12100e42f1d86ca867
1,es-HN-CarlosNeural,09,004,eq_diagnostico,Revisa las conexiones del sensor.,Carlos/09/004.mp3,09/004.mp3,17424,562ac101f992a9335a262fe6a848b273a993319a3555bd36726d42ecf76fdabb
1,es-HN-CarlosNeural,10,001,tecla_0,Todo apagado.,Carlos/10/001.mp3,10/001.mp3,11232,2c74f971bf55372af26441add857cbb7abaf2d4dd9b1590d1f88c05b4babe8c3
1,es-HN-CarlosNeural,10,002,tecla_0,Cargas detenidas.,Carlos/10/002.mp3,10/002.mp3,12672,97f12c36de5becc491ea323bf89a06f7d4e97355b9d53356a7eb9b58647f0da0
1,es-HN-CarlosNeural,10,003,tecla_0,Emergencia activada.,Carlos/10/003.mp3,10/003.mp3,13536,d1873cd36f16bf46c2888542570bcd784a390026c6e2c4c24ae44093fb72506c
1,es-HN-CarlosNeural,10,004,tecla_0,"Paro de emergencia, todo detenido.",Carlos/10/004.mp3,10/004.mp3,19008,4cb9028ad7884b81302a973b83c987c08c329514868fba3372ad788216b37690
1,es-HN-CarlosNeural,11,001,tecla_100_voz,Voz Carlos activada.,Carlos/11/001.mp3,11/001.mp3,13680,1ad01412daeac54996e6fa91210346876e75a63864a67e4abe8b42aa31aa4151
1,es-HN-CarlosNeural,11,002,tecla_100_voz,Voz Karla activada.,Carlos/11/002.mp3,11/002.mp3,13104,fff13bedfe2a058fa2e426dd38d5a70b35cc3bd778a7c1ae527e91a9b47ab6d4
1,es-HN-CarlosNeural,11,003,tecla_100_voz,Hablo como Carlos.,Carlos/11/003.mp3,11/003.mp3,12816,41a656075f8451a6b8e5b62aafae68fc3add65681a5f8dcd097085dba107da10
1,es-HN-CarlosNeural,11,004,tecla_100_voz,Hablo como Karla.,Carlos/11/004.mp3,11/004.mp3,12096,94faf72f2755fa578f7a21d49dc53ff1a9f4a1581a2af23ea4f326a8f0722806
1,es-HN-CarlosNeural,12,001,tecla_200,Sistema rearmado.,Carlos/12/001.mp3,12/001.mp3,12816,0e591d0bc57a26cef1a42eec5192f3591a5658a0110793bfc399556cf12e9b2a
1,es-HN-CarlosNeural,12,002,tecla_200,"Bloqueo liberado, todo listo.",Carlos/12/002.mp3,12/002.mp3,17568,df930a144c84672ae09590b7b42f6e25ffa5fc9c135d157579c38507c4e98156
1,es-HN-CarlosNeural,12,003,tecla_200,Sigue bloqueado.,Carlos/12/003.mp3,12/003.mp3,11952,48f3c4442c5b8c94a16bb3fcbe03ed36d8ef23c109880831a5223047498032d9
1,es-HN-CarlosNeural,12,004,tecla_200,No puedo rearmar todavía.,Carlos/12/004.mp3,12/004.mp3,15264,b4f2ecb16e86273723035aa5df16f3ebf7320fc213210bad97e45f188d99708f
1,es-HN-CarlosNeural,13,001,tecla_1_sala,Luz de sala encendida.,Carlos/13/001.mp3,13/001.mp3,14112,3c17bac1aee82b178a258e005ed9d6eb7c1677d863969cd3d3b761b9f7245ec2
1,es-HN-CarlosNeural,13,002,tecla_1_sala,Luz de sala apagada.,Carlos/13/002.mp3,13/002.mp3,13824,6f8449c0143a5c13683fa0fefd63eaa36c21ae565bca07ddd2efd5b6e9832c05
1,es-HN-CarlosNeural,13,003,tecla_1_sala,Sala iluminada en automático.,Carlos/13/003.mp3,13/003.mp3,16704,9009dea00f4c0b01203f3e2d895d7a203335153de3da4ebfab154e3ca100f4c7
1,es-HN-CarlosNeural,13,004,tecla_1_sala,Sala apagada en automático.,Carlos/13/004.mp3,13/004.mp3,16128,24dc18f0b2d11e24ab4319ae45996a1f0cf32ea63f8686f66edf1f8b4cb47bba
1,es-HN-CarlosNeural,14,001,tecla_2_cuarto,Luz de cuarto encendida.,Carlos/14/001.mp3,14/001.mp3,14256,f9c17b13125be64d52a364d95275186a8468fa9006f1979480af5ea4a500154b
1,es-HN-CarlosNeural,14,002,tecla_2_cuarto,Luz de cuarto apagada.,Carlos/14/002.mp3,14/002.mp3,13824,da363152535ca2f7ea8bbc377225355ad2bcd12af6aebc7fecebdaa3a50de04b
1,es-HN-CarlosNeural,14,003,tecla_2_cuarto,Cuarto iluminado en automático.,Carlos/14/003.mp3,14/003.mp3,16128,95ec1015552705ce64440bcb2e2126dbcebb5524b94e714dbb32ad26c44439b0
1,es-HN-CarlosNeural,14,004,tecla_2_cuarto,Cuarto apagado en automático.,Carlos/14/004.mp3,14/004.mp3,15696,2144cf6f1d230d88ab7e7ec50e46a913628f197eb7d03c98a4746771f4d94f78
1,es-HN-CarlosNeural,15,001,tecla_3_cultivo,Luz de cultivo encendida.,Carlos/15/001.mp3,15/001.mp3,14688,788be28c54d88c36ae8050fab726c1fe8d4bf695072fc993c84ff56031736b09
1,es-HN-CarlosNeural,15,002,tecla_3_cultivo,Luz de cultivo apagada.,Carlos/15/002.mp3,15/002.mp3,14256,af834d6934f9f69fac9d9830a6a117c9194c2a19bd7d0ad7e6b75abeceaf03f2
1,es-HN-CarlosNeural,15,003,tecla_3_cultivo,Cultivo iluminado en automático.,Carlos/15/003.mp3,15/003.mp3,16848,f9462081409e17ad0d707c6d0714150168509763a25c03426b8583841dacd757
1,es-HN-CarlosNeural,15,004,tecla_3_cultivo,Cultivo apagado en automático.,Carlos/15/004.mp3,15/004.mp3,16128,0522af20a30d8c4d3c0b8e6258270c918fe656cf2c8a0ca359c9147ade041c99
1,es-HN-CarlosNeural,16,001,todas_luces,Todas las luces encendidas.,Carlos/16/001.mp3,16/001.mp3,15840,3bf271f02682dd8e854a69d8f193f178396e0016e3e19d890f73cf43dc16b6e8
1,es-HN-CarlosNeural,16,002,todas_luces,Todas las luces apagadas.,Carlos/16/002.mp3,16/002.mp3,15120,87518df0c5982a8a23dad9fafd423dc4577c9ca0b5109ca50fcd9a8c0723366a
1,es-HN-CarlosNeural,16,003,todas_luces,Luces encendidas en automático.,Carlos/16/003.mp3,16/003.mp3,17424,9709912509517914931047fc9273efca1246503148d0337f66088bd58f142ca8
1,es-HN-CarlosNeural,16,004,todas_luces,Luces apagadas en automático.,Carlos/16/004.mp3,16/004.mp3,16848,12978992f9bd5406075d536d6e53081f7292daa8396395b9e1beedb243d9b68e
1,es-HN-CarlosNeural,17,001,tecla_5_riego,Iniciando riego.,Carlos/17/001.mp3,17/001.mp3,12528,b5f4b2e427479481b4c14806bcb6998fc27a902c8dac774d3f74e075a5e6343f
1,es-HN-CarlosNeural,17,002,tecla_5_riego,Riego detenido.,Carlos/17/002.mp3,17/002.mp3,11952,96aebca221fb3deec3bed39879bca8cc0159368bae911ce0b90a21a749b6e3d6
1,es-HN-CarlosNeural,17,003,tecla_5_riego,Riego automático en marcha.,Carlos/17/003.mp3,17/003.mp3,14976,464ed0ad0d5ed4999ca3f00fb46ee4757e05cb6be2cd9535b85574d01e20d9af
1,es-HN-CarlosNeural,17,004,tecla_5_riego,Riego automático detenido.,Carlos/17/004.mp3,17/004.mp3,15408,01f28d1e694d98391e38a0b099f0e28f096bef6fe13e41d2b8b915279c185d0e
1,es-HN-CarlosNeural,18,001,tecla_6_temp,La temperatura aparece en pantalla.,Carlos/18/001.mp3,18/001.mp3,17568,5ce46b70911c33f75d54a850b07599b1dd575a70fdb585425735bcc9cb43acf5
1,es-HN-CarlosNeural,18,002,tecla_6_temp,Revisa el termómetro en el LCD.,Carlos/18/002.mp3,18/002.mp3,18432,f3d26e06723e8b3403a2390a850e18fb761da62328d132292a245f8e8b5a3e51
1,es-HN-CarlosNeural,18,003,tecla_6_temp,Temperatura mostrada en pantalla.,Carlos/18/003.mp3,18/003.mp3,16560,92f3801263d9f3646fe5202917e69cfe444aa3915c16b4292a2f41480b952ac3
1,es-HN-CarlosNeural,18,004,tecla_6_temp,El valor térmico está en pantalla.,Carlos/18/004.mp3,18/004.mp3,17136,c3cec2ae386bf4c4699e309613a38bdb1aae879df847d95f2dc0ee938b651bd7
1,es-HN-CarlosNeural,19,001,tecla_7_humedad,La humedad aparece en pantalla.,Carlos/19/001.mp3,19/001.mp3,15984,0edecd4e50e37525ed9e99481706bc5eb8b87d51117e3ce1fbf08b82ac8d59a7
1,es-HN-CarlosNeural,19,002,tecla_7_humedad,Humedad ambiental en el LCD.,Carlos/19/002.mp3,19/002.mp3,17424,78e9e2fcde428d401626fe481bb5fcb3a5b8f81cd2948ef0450609b23364a705
1,es-HN-CarlosNeural,19,003,tecla_7_humedad,Valor de humedad mostrado.,Carlos/19/003.mp3,19/003.mp3,14976,6d924a7fe79490f3d98356a69a2643170d196ed792d1011dc31d94ed19dce0f3
1,es-HN-CarlosNeural,19,004,tecla_7_humedad,Revisa la humedad en pantalla.,Carlos/19/004.mp3,19/004.mp3,15984,10fb2500cda786b48162c0e73b4ec7ad0ec054bd21dbcc90c7ce177d2f3ffc85
1,es-HN-CarlosNeural,20,001,tecla_8_suelo,Suelo y depósito en pantalla.,Carlos/20/001.mp3,20/001.mp3,15984,a763b4d2b2116e983fefe554f8963e0111bbc20f70ed560dae1198737ccc865c
1,es-HN-CarlosNeural,20,002,tecla_8_suelo,Revisa suelo y agua en el LCD.,Carlos/20/002.mp3,20/002.mp3,18864,2529078f437f2ce3c76dcd397a54f8172af4a8664d4dcf3e6fe2fca8c91916a1
1,es-HN-CarlosNeural,20,003,tecla_8_suelo,La tierra está seca.,Carlos/20/003.mp3,20/003.mp3,13104,1aa4f56088f0f85603e9f9bba274c2f1217e7e7a8c75546ed5eef6ca5aa90643
1,es-HN-CarlosNeural,20,004,tecla_8_suelo,"Depósito bajo, riego bloqueado.",Carlos/20/004.mp3,20/004.mp3,18720,f034c759976c4f27acc8144f4ce9469ac9393993d78b16caabb66bd4161cc535
1,es-HN-CarlosNeural,21,001,tecla_9_estado,El sistema está funcionando.,Carlos/21/001.mp3,21/001.mp3,15696,4e71e27cb84233ce7838cad89a41fe0783a9d21d2f27bb023eb5a2b71483c3e7
1,es-HN-CarlosNeural,21,002,tecla_9_estado,Casa operativa sin fallos.,Carlos/21/002.mp3,21/002.mp3,15696,774d05f14155de95245d4c0f7a44c29e66e600fa953d963f1cc0918d30f54693
1,es-HN-CarlosNeural,21,003,tecla_9_estado,Sistemas en línea.,Carlos/21/003.mp3,21/003.mp3,13392,30e52a36e04ae023c9c6d9befb807d36aa52609eb7f6c5880a2b3a2b67b22a0a
1,es-HN-CarlosNeural,21,004,tecla_9_estado,DOMUS trabajando con normalidad.,Carlos/21/004.mp3,21/004.mp3,17136,f61f302d0d8146e704d28989ddf04bdc49307b40cb751734ce118421a27cf99e
1,es-HN-CarlosNeural,22,001,fallo,No funciono.,Carlos/22/001.mp3,22/001.mp3,11232,147dd6ca71991246f390424c12126aa218ffc110f6123f925a9894f50760ec05
1,es-HN-CarlosNeural,22,002,fallo,No funciono.,Carlos/22/002.mp3,22/002.mp3,11232,1b1ce033e58aca764acb305979fb94a8cfad648be00a456d28de821ef9a5f697
1,es-HN-CarlosNeural,22,003,fallo,No funciono.,Carlos/22/003.mp3,22/003.mp3,11232,23be7335eb0542941d85abdb851d50ba51554b61e219db5efcb4c09460789177
1,es-HN-CarlosNeural,22,004,fallo,No funciono.,Carlos/22/004.mp3,22/004.mp3,11232,8b71efbf1b38a69088865127e15dc8e2bb752b33739603297a8b41219545d1bc
2,es-HN-KarlaNeural,51,001,ch_menos,Modo manual activado.,Karla/01/001.mp3,51/001.mp3,14976,3b43486efe4db685eed4b673f73d2d9e975001eb2c50ff2c2c3fea9f4eb3de57
2,es-HN-KarlaNeural,51,002,ch_menos,Control manual habilitado.,Karla/01/002.mp3,51/002.mp3,15984,fcedd9ebc867d272e56566173aab429d70a5d16190e0c5d4153a929341bb1993
2,es-HN-KarlaNeural,51,003,ch_menos,"Tú mandas, yo obedezco.",Karla/01/003.mp3,51/003.mp3,17424,937e2144439faf43cdce14624781fde51b171f1bceec2262b0ea38f8b50bc321
2,es-HN-KarlaNeural,51,004,ch_menos,Automático desactivado.,Karla/01/004.mp3,51/004.mp3,16416,3dd742e63f17cfad14c4177639b5e4154a06815b4b5338709ef318f2015edabd
2,es-HN-KarlaNeural,52,001,ch_spare,Spare encendido.,Karla/02/001.mp3,52/001.mp3,12816,1df4c628c7764803edacbfcc0eea81b73423f9ca95bec8b1c8665acafcb3e224
2,es-HN-KarlaNeural,52,002,ch_spare,Spare apagado.,Karla/02/002.mp3,52/002.mp3,12384,9b60738e2979864dca7fe1b1a9df01a72a8e74a001582cce899c1a048a5507e8
2,es-HN-KarlaNeural,52,003,ch_spare,Spare en automático.,Karla/02/003.mp3,52/003.mp3,14256,6485f89f7bb5bad7279939e33f55215a10dea13b2de95da8f874bedef661702f
2,es-HN-KarlaNeural,52,004,ch_spare,Spare apagado en automático.,Karla/02/004.mp3,52/004.mp3,16992,52a590658bb6d793251ecd022834f8f3118fe81c1ab111db8a531eb24a815cb2
2,es-HN-KarlaNeural,53,001,ch_mas,Modo automático activado.,Karla/03/001.mp3,53/001.mp3,16416,89043b5958bf2a9425a77729e12f55734c1e30735030365b6c5a24b2f09aa482
2,es-HN-KarlaNeural,53,002,ch_mas,Automatización habilitada.,Karla/03/002.mp3,53/002.mp3,16704,a92f2836f74ebc210f509aaeeb11b76567e04919f395d85ed940c260939955e5
2,es-HN-KarlaNeural,53,003,ch_mas,La casa se gobierna sola.,Karla/03/003.mp3,53/003.mp3,15552,1d5acd0b244f40a4f7cae40b1a1d8713346221ddfb87133e7678f1144a69d28d
2,es-HN-KarlaNeural,53,004,ch_mas,Control automático en marcha.,Karla/03/004.mp3,53/004.mp3,16848,50743b2cf610717957fbcbb8ac628b4b8a8f05465027066b7b1001ecb366aaa9
2,es-HN-KarlaNeural,54,001,casa,Casa encendida.,Karla/04/001.mp3,54/001.mp3,12528,982688edbb562cdb688a2453ae7e75fbbc15e382d6a67b7b6226e3e21451c54d
2,es-HN-KarlaNeural,54,002,casa,Casa apagada.,Karla/04/002.mp3,54/002.mp3,12528,58f513688d2d75723d789c67925d4eb946c4ecc7d403068629d30d2495b91dc4
2,es-HN-KarlaNeural,54,003,casa,Casa en automático.,Karla/04/003.mp3,54/003.mp3,13968,879119107ec309a35ed4544832f692b71dc08188664ec69b638f193747c15638
2,es-HN-KarlaNeural,54,004,casa,Casa apagada en automático.,Karla/04/004.mp3,54/004.mp3,16704,6849e2272e63c7a4def8717e583bc007ff8d0de75e9e702a7e4f287ac973f3e1
2,es-HN-KarlaNeural,55,001,play_silencio,Sonido activado.,Karla/05/001.mp3,55/001.mp3,13680,3d29674fdd7fc84a10b206e66398f366553c54180573bf64c30d776d186b840b
2,es-HN-KarlaNeural,55,002,play_silencio,Silencio activado.,Karla/05/002.mp3,55/002.mp3,14112,7b01722358b106351a1d11c11318915ce7183d8bf53edd9e98d185b350afa2ed
2,es-HN-KarlaNeural,55,003,play_silencio,Voz reanudada.,Karla/05/003.mp3,55/003.mp3,12672,783c586aa73c3d85d0205e77d6c1a0dc6f6ec6deada4e1af722051f05a60186b
2,es-HN-KarlaNeural,55,004,play_silencio,Jarvis enmudecido.,Karla/05/004.mp3,55/004.mp3,14544,391e1557be85d841c2b2fce1b913179286650a0fb7970137ed633564a0d75449
2,es-HN-KarlaNeural,56,001,porche,Porche encendido.,Karla/06/001.mp3,56/001.mp3,13392,797ef4ff4e5502a6d758e0cb1ce95e617043c344b7ff3ef8708e773105a0c759
2,es-HN-KarlaNeural,56,002,porche,Porche apagado.,Karla/06/002.mp3,56/002.mp3,12384,4360e05a2e3fd33842ff84971bb89783cc7b97acb89f5bacb880e5bc13617fd9
2,es-HN-KarlaNeural,56,003,porche,Porche en automático.,Karla/06/003.mp3,56/003.mp3,14544,48be44e559f554138b1b8a976d450a198650426ddc4bb599eaa4656d5670eb8d
2,es-HN-KarlaNeural,56,004,porche,Porche apagado en automático.,Karla/06/004.mp3,56/004.mp3,17136,a76f7373ad6f5ab1d36d64e9e1d9cb827046a66376a981208275170c696dc0fa
2,es-HN-KarlaNeural,57,001,vol_menos,Volumen más bajo.,Karla/07/001.mp3,57/001.mp3,13968,30c2fa7003752d02ef6e202db85a35b7e5a497c71018ea0c6ed3549e746eaace
2,es-HN-KarlaNeural,57,002,vol_menos,Bajando el volumen.,Karla/07/002.mp3,57/002.mp3,13680,926b5201fe87d71fcb57254e5a38ba7a685a20ce9eb6c2d08115a89e7c47033b
2,es-HN-KarlaNeural,57,003,vol_menos,Volumen al mínimo.,Karla/07/003.mp3,57/003.mp3,13680,0071fcf1cb751f9e73250f6d6d57a8462d3af4642aebaccc90aec52f184431f0
2,es-HN-KarlaNeural,57,004,vol_menos,Casi en silencio.,Karla/07/004.mp3,57/004.mp3,13248,d046e91d25e7962e4294103db2f5950bee5ee7953d29ee71fe7f8e2ab980342e
2,es-HN-KarlaNeural,58,001,vol_mas,Volumen más alto.,Karla/08/001.mp3,58/001.mp3,13680,d77b4ff901add5792e0ffde6f0ad7763b34390cc1a94925e0cd6e1421e7b5bd9
2,es-HN-KarlaNeural,58,002,vol_mas,Subiendo el volumen.,Karla/08/002.mp3,58/002.mp3,13824,b887108dcc71ce0c19fdc8c9580b5f6d03c591e91ba12a0b30748e09ca27a032
2,es-HN-KarlaNeural,58,003,vol_mas,Volumen al máximo.,Karla/08/003.mp3,58/003.mp3,13968,8023d40b381b838f7fa9cd58787d09575eb11828caee3a08337d8f63ccfc2044
2,es-HN-KarlaNeural,58,004,vol_mas,Se escucha fuerte.,Karla/08/004.mp3,58/004.mp3,12960,e00eaebb316ddd69efe7ab2c000763a360dea49dd7fe9c343a19b3e897603559
2,es-HN-KarlaNeural,59,001,eq_diagnostico,Diagnóstico completado.,Karla/09/001.mp3,59/001.mp3,15696,d77c595d8ec7d2477b7fc11f8ea134a7fb516ec3cb55cecc0b9c631fae72b9de
2,es-HN-KarlaNeural,59,002,eq_diagnostico,Revisión del sistema terminada.,Karla/09/002.mp3,59/002.mp3,17712,c62e8a3b9cff19ea2cc4b07284a61aa8d6c927d0aff99ffbeddef20a8501e8b4
2,es-HN-KarlaNeural,59,003,eq_diagnostico,Sensor sin respuesta.,Karla/09/003.mp3,59/003.mp3,14688,379374968af2c0af04bcc33081ae70272a2ce0f87894507ef82f4314193e6b9f
2,es-HN-KarlaNeural,59,004,eq_diagnostico,Revisa las conexiones del sensor.,Karla/09/004.mp3,59/004.mp3,18288,854901ed90f09135de9e83680ab26e0dd005b5b0aff90bc78908c9009d400de5
2,es-HN-KarlaNeural,60,001,tecla_0,Todo apagado.,Karla/10/001.mp3,60/001.mp3,12384,1d4991b32ad29b51d6792c3a3d10641b7e2af6a54fc617568fd6986110da0b44
2,es-HN-KarlaNeural,60,002,tecla_0,Cargas detenidas.,Karla/10/002.mp3,60/002.mp3,13824,ea69217b6c9a24aaf3a1f38c3129e8f5fb8231d85d9df7e36b8a2492f4c0a69d
2,es-HN-KarlaNeural,60,003,tecla_0,Emergencia activada.,Karla/10/003.mp3,60/003.mp3,14400,dbc11570a8108041f61b71aab0aced32ef8dafcf5e20449640752b69abe7b206
2,es-HN-KarlaNeural,60,004,tecla_0,"Paro de emergencia, todo detenido.",Karla/10/004.mp3,60/004.mp3,20304,2290e80d0afc7cc7f227376ce628264b370a187d0967f4be4a5babd95a8f68fd
2,es-HN-KarlaNeural,61,001,tecla_100_voz,Voz Carlos activada.,Karla/11/001.mp3,61/001.mp3,14832,00527f4e90abfa03e9821db726a4ca158bf76ad42c635e2f07397e1eb1b9e29d
2,es-HN-KarlaNeural,61,002,tecla_100_voz,Voz Karla activada.,Karla/11/002.mp3,61/002.mp3,14400,b0c5f3d0650a5abd80b39b26961604d522c52019425703d42eba1f4b8b26b663
2,es-HN-KarlaNeural,61,003,tecla_100_voz,Hablo como Carlos.,Karla/11/003.mp3,61/003.mp3,13536,35cb4131f70678b01e90e46beddcc51a5c188e19ddf76c99447af372dae9c3b8
2,es-HN-KarlaNeural,61,004,tecla_100_voz,Hablo como Karla.,Karla/11/004.mp3,61/004.mp3,12528,6f04532cfa77009732fd61508737f51f835aecbff3251d7f167ac504239c5989
2,es-HN-KarlaNeural,62,001,tecla_200,Sistema rearmado.,Karla/12/001.mp3,62/001.mp3,13824,14aef0db4648307052b35c290fe0976648f788058022bf0b5e4968d5b6718efd
2,es-HN-KarlaNeural,62,002,tecla_200,"Bloqueo liberado, todo listo.",Karla/12/002.mp3,62/002.mp3,19008,4b9f782851b7232b90e7711e78476bee819da660132e043d89e2b232e7150cc5
2,es-HN-KarlaNeural,62,003,tecla_200,Sigue bloqueado.,Karla/12/003.mp3,62/003.mp3,12384,fe91d3ac0c7e60d184c07d6b5d2cfa37745faabdd425ff1fccd82f0c30a37299
